,Id,path,action,object,Self-reported fluency level ,First Language spoken,Current language used for work/school,speakerId,gender,ageRange,mfccs
7562,7562,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/152c5770-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.721344
7563,7563,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/1dcebad0-45b7-11e9-8ec0-7bf21d1cfe30.wav,deactivate,lights,3,1,2,81,0,0,-22.410107
7564,7564,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/202ad340-45b7-11e9-8ec0-7bf21d1cfe30.wav,deactivate,lights,3,1,2,81,0,0,-22.461334
7565,7565,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2235be70-45b7-11e9-8ec0-7bf21d1cfe30.wav,deactivate,lights,3,1,2,81,0,0,-23.1889
7566,7566,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2594a0e0-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-24.020138
7567,7567,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/28ac1a10-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-21.439667
7568,7568,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2b879bb0-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-22.253927
7569,7569,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2ec78470-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-20.495123
7570,7570,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/31c3fb90-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-20.489008
7571,7571,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/34c61800-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-20.618702
7572,7572,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/37cf3950-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-20.275318
7573,7573,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3ad0e090-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-20.52311
7574,7574,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3df52b00-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-20.615562
7575,7575,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/433e5140-45b7-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-20.457588
7576,7576,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/46254490-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-20.039196
7577,7577,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/48fc0b40-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-22.303764
7578,7578,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/4b47d000-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-21.071014
7579,7579,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/4d82f2f0-45b7-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-20.514355
7580,7580,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/53e2b950-45b7-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-23.917616
7581,7581,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/5611a740-45b7-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-21.39513
7582,7582,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/58410a60-45b7-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-23.618904
7583,7583,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/5a78aae0-45b7-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-23.360804
7584,7584,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/b1c99d30-45b8-11e9-8ec0-7bf21d1cfe30.wav,deactivate,lights,3,1,2,81,0,0,-21.372305
7585,7585,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/e63e4390-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-24.279215
7586,7586,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/e8891df0-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.368975
7587,7587,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/ebe7d950-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.521126
7588,7588,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/ee0254e0-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-28.413181
7589,7589,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/f051ea30-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.331087
7590,7590,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/f28e93c0-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-24.737114
7591,7591,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/f8061d00-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.098036
7592,7592,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/fa785580-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-22.463396
7593,7593,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/fd261060-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-21.49536
7594,7594,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/ff70c3b0-45b8-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-22.401634
7595,7595,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/01fc2980-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-20.023336
7596,7596,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/043ccab0-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-22.440804
7597,7597,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/071edc00-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.763458
7598,7598,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/09665b00-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-23.301264
7599,7599,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/0beeb390-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-20.761778
7600,7600,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/0e4f5fe0-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-28.733904
7601,7601,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/124c7e20-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-20.846987
7602,7602,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/16f4d080-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-20.417671
7603,7603,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/1a14d530-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,volume,3,1,2,81,0,0,-19.795305
7604,7604,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/1cb856e0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-21.2903
7605,7605,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/1f38c030-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-21.099962
7606,7606,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/21e01270-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-21.70946
7607,7607,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/24fa23b0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-24.691822
7608,7608,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2d1e5660-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.293007
7609,7609,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/2f5a1590-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-25.528269
7610,7610,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3174b830-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.696806
7611,7611,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3468a3d0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-21.842926
7612,7612,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/388e7fc0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.588581
7613,7613,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3bef8510-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-23.688528
7614,7614,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3e237c10-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-24.57454
7615,7615,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/41b83b90-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.90014
7616,7616,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/43f97900-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-23.148764
7617,7617,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/4a4a9960-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-28.274937
7618,7618,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/4cfb3a70-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-22.365524
7619,7619,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/522fa030-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,volume,3,1,2,81,0,0,-18.959343
7620,7620,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/54af1f20-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-22.256413
7621,7621,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/57c6e670-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-24.04507
7622,7622,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/5af717c0-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-20.657276
7623,7623,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/5e98f6a0-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-22.10714
7624,7624,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/60d10c50-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-21.386368
7625,7625,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/62d67940-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-23.23246
7626,7626,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/64c10b30-45b9-11e9-8ec0-7bf21d1cfe30.wav,increase,heat,3,1,2,81,0,0,-24.729012
7627,7627,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/c7af46d0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-19.879356
7628,7628,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/ca85bf60-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-22.556656
7629,7629,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/cdafaf20-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-23.677155
7630,7630,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/d06977f0-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-22.73973
7631,7631,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/d6fe7f20-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-23.231173
7632,7632,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/dbf14800-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-21.150227
7633,7633,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/e0b3d920-45b9-11e9-8ec0-7bf21d1cfe30.wav,decrease,heat,3,1,2,81,0,0,-21.695023
7634,7634,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/38f2f170-45ba-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-23.054504
7635,7635,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/3b443470-45ba-11e9-8ec0-7bf21d1cfe30.wav,activate,music,3,1,2,81,0,0,-22.687397
7636,7636,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/7908bc40-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-22.004505
7637,7637,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/7b8be4b0-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-21.860628
7638,7638,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/7ec787b0-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-22.706917
7639,7639,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/812d8b30-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-22.409262
7640,7640,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/83d5c7d0-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-20.089947
7641,7641,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/866880a0-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-21.493513
7642,7642,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/88ef2b80-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-21.528652
7643,7643,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/8e34cf50-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-21.569845
7644,7644,dsl_data/audio/speakers/xwpvGaaWl5c3G5N3/90f8aa40-45ba-11e9-8ec0-7bf21d1cfe30.wav,change language,none,3,1,2,81,0,0,-22.606339
7645,7645,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/8b85cc70-452c-11e9-b1e4-e5985dca719e.wav,deactivate,lights,3,1,2,82,1,1,-28.057545
7646,7646,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/945c5f30-452c-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-24.013283
7647,7647,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/a4f26f60-452c-11e9-b1e4-e5985dca719e.wav,deactivate,lights,3,1,2,82,1,1,-24.559418
7648,7648,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/a80f66d0-452c-11e9-b1e4-e5985dca719e.wav,deactivate,lights,3,1,2,82,1,1,-24.50022
7649,7649,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/aac781f0-452c-11e9-b1e4-e5985dca719e.wav,deactivate,lights,3,1,2,82,1,1,-26.757854
7650,7650,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/af71d020-452c-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.572174
7651,7651,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b2e28ce0-452c-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-25.576452
7652,7652,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b61b49b0-452c-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-25.19765
7653,7653,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/bced59e0-452c-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-24.129238
7654,7654,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c095c870-452c-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-23.17187
7655,7655,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c46b1360-452c-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-24.335466
7656,7656,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c8d79540-452c-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-23.524193
7657,7657,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/cf986760-452c-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-27.371923
7658,7658,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d2cc9050-452c-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-25.086046
7659,7659,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d974d160-452c-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-25.793411
7660,7660,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/dc68e410-452c-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-25.01645
7661,7661,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/dff62980-452c-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-24.58048
7662,7662,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e8648490-452c-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-26.995853
7663,7663,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/eb62f780-452c-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-23.759027
7664,7664,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/ee6c8e00-452c-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-23.649546
7665,7665,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/f1555610-452c-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-24.942623
7666,7666,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/6ee3f9b0-452d-11e9-b1e4-e5985dca719e.wav,deactivate,lights,3,1,2,82,1,1,-24.094868
7667,7667,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b54f2aa0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-22.596165
7668,7668,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b89729b0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.074362
7669,7669,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/bb687220-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.539919
7670,7670,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c0cf5990-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.858982
7671,7671,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c45795f0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-25.447264
7672,7672,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c76a2d20-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-24.789398
7673,7673,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/caa0c710-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-24.765842
7674,7674,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/cea3ffd0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-24.566128
7675,7675,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d17d1070-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-23.181967
7676,7676,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d45fe510-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.969376
7677,7677,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d795e2c0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-23.144201
7678,7678,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/db1397d0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-25.285917
7679,7679,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/ddd7c0e0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-24.160131
7680,7680,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e10002f0-452d-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.89186
7681,7681,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/4b370560-452e-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-27.848398
7682,7682,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/4f38b780-452e-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-26.043734
7683,7683,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/5c444160-452e-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-23.03495
7684,7684,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/6ad97880-452e-11e9-b1e4-e5985dca719e.wav,increase,volume,3,1,2,82,1,1,-22.797157
7685,7685,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/725adb80-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.109215
7686,7686,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/75e36600-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.84944
7687,7687,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/8ea3c360-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-24.349354
7688,7688,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/93680230-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-24.058187
7689,7689,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/9b2f95f0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-27.158718
7690,7690,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/a13136c0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.144588
7691,7691,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/a4867c40-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-22.716915
7692,7692,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/abbd41b0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.031443
7693,7693,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b0b62510-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-26.587223
7694,7694,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/b6923c80-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.178179
7695,7695,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c1a0e4f0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-26.284689
7696,7696,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/c50370e0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.13969
7697,7697,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d15547b0-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-25.957853
7698,7698,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/d672ca10-452e-11e9-b1e4-e5985dca719e.wav,decrease,volume,3,1,2,82,1,1,-23.911772
7699,7699,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e3a34110-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-24.523222
7700,7700,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e69b7270-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-24.425268
7701,7701,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/ea7ccb50-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-23.11642
7702,7702,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/ef3ceb70-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-21.82085
7703,7703,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/f493cd50-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-23.910345
7704,7704,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/f770d590-452e-11e9-b1e4-e5985dca719e.wav,increase,heat,3,1,2,82,1,1,-27.385218
7705,7705,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/75be6d50-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-21.94276
7706,7706,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/780db480-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-28.680328
7707,7707,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/7a26a970-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-23.663576
7708,7708,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/7c84bdb0-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-22.382948
7709,7709,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/7ea72880-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-20.414558
7710,7710,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/81616680-4538-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,82,1,1,-22.1571
7711,7711,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e74b7d00-4538-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-22.256115
7712,7712,dsl_data/audio/speakers/xwzgmmv5ZOiVaxXz/e9940d70-4538-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,82,1,1,-24.310883
